@relation autores

@attribute texto string
@attribute class-att {franciscoz, fabiolag, fernandob}


@data
"La exigencia no es que se vaya anticipadamente el Presidente, sino que cumpla con sus compromisos, respete las leyes y entregue pacíficamente el poder cuando acabe su periodo, ni un minuto más. El gobernante debe ser evaluado conforme a resultados y tendrá que hacerse cargo de sus decisiones y omisiones como cualquier otro servidor público. Frente a exabruptos piromaniacos que echan leña a la hoguera de la polarización, al menos que quepa la responsabilidad, prudencia e inteligencia en quienes aspiran a ser la alternativa.", fernandob
"Somos testigos del abuso de poder impune y eso provoca genuina indignación. Por supuesto que es legítimo y necesario expresarla, pero lo más importante es que se traduzca en organización y propuesta. La verdadera disputa por el rumbo de la nación será en las elecciones del 2024. Para eso hay que preparase.", fernandob
"Entender la política como una guerra perpetua amenaza los espacios neutrales. El gobierno se asume como facción que echa mano de todos los recursos a su alcance para prevalecer sobre las demás, haciendo que las instituciones asuman sin ambages la parcialidad ideológica de sus colores partidarios.", fernandob
"El objetivo, sobre cualquier otra consideración, sería preparar el terreno para la próxima elección a favor de ellos mismos, antes que cumplir con funciones legales y resolver problemas y necesidades de la población. La administración pública en el populismo está abocada a conservar el poder.", fernandob
"Eso explica la pretensión de someter desde el Ejecutivo a los otros poderes y también a los órganos autónomos, al ser el INE la joya de la corona por obvias razones. Pero las consecuencias no se reducen a la concentración del poder en manos del Presidente ni al deterioro de las políticas públicas ni a la acción gubernamental, tampoco a la manipulación de la procuración de justicia con criterios políticos. Un daño no menor es la ausencia de rendición de cuentas.", fernandob
"Si la autocrítica está proscrita, con mayor razón el procesamiento institucional de errores, faltas y denuncias. Parecen estar convencidos de que actuar contra sus funcionarios significaría dar victorias a la oposición y prefieren, por tanto, negar malos resultados, así como prácticas dañinas que estén alejadas de la norma. Que todo señalamiento quede en opinión sin que ninguna instancia investigue realmente y sancione los hechos, deslindando responsabilidades. La impunidad de los propios, al igual que la persecución de los ajenos, es parte de la campaña electoral permanente del populismo empoderado.", fernandob
"México tiene una de las peores gestiones de la pandemia. Así lo demuestra el número de muertes, lo mismo que el elevado exceso de mortalidad que indica lo subestimada que está la cifra que se publica diariamente, la cual, de cualquier manera, nos pone en el top 4 de los países con mayor número de decesos. Tan grave como lo anterior son los fallecidos entre el personal médico, el más alto del mundo. Es inaudita la renuencia al uso del cubrebocas y a la vacunación de menores. Y, sin embargo, el Presidente respalda al subsecretario Hugo López-Gatell hasta la ignominia.", fernandob
"El régimen no va a aceptar jamás que hizo mal las cosas frente al covid. De ahí que hayan optado por sostener a los responsables, a pesar del dolor de tantas familias y que, sin pudor alguno, se les presente como ejemplares, aunque decenas de miles de muertes hayan podido evitarse. Cierto que existen instituciones con la obligación de investigar delitos y omisiones por parte de servidores públicos, pero, como ya dijimos, hay una definición política que privilegia la protección de malos funcionarios para no abrir flancos a la oposición.", fernandob
"Algo similar ocurre con la alucinante decisión del Gobierno de la CDMX, de tratar a 200 mil pacientes de coronavirus con medicamentos no probados, entregados sin control ni seguimiento y, lo más grave, sin consentimiento. La entrega de ivermectina, un desparasitante para caballos que fue desautorizado por la OMS y hasta por López-Gatell, ya generó un escándalo internacional. Por primera vez un estudio es bajado de la página SocArXiv, la cual justificó su decisión sosteniendo falta de rigor y problemas éticos. El documento lo suscribieron altos funcionarios del gobierno de Claudia Sheinbaum: el politólogo José Merino, el influyente Eduardo Clark y la secretaria de Salud capitalina, Oliva López.", fernandob
"En cualquier país con normalidad democrática, los responsables de experimentar con tanta ligereza con la población serían despedidos e investigados, pero como el asunto pega en las aspiraciones presidenciales de la corcholata favorita de Palacio, prefieren defender lo indefendible y sostener con demagogia e ideología lo que se cae por la evidencia.", fernandob
"No distinguen entre Estado y gobierno, y ven en la neutralidad institucional una ingenua ventaja para los adversarios, misma que no están dispuestos a conceder. Si exigen definición a los periodistas para que, en lugar de escudriñar el poder, sean cajas de resonancia de la propaganda militante, con mayor razón al aparato estatal. Todo sea por el poder.", fernandob
"Ahorrar es el nuevo credo al que veneran como fin en sí mismo, virtud espiritual y necesidad práctica. No se trata sólo de gastar menos, también de ser sencillos, renunciar al privilegio y alejarse de tentaciones materiales. Es política pública y doctrina moral que sirve tanto para abaratar costos como para combatir la corrupción y alcanzar la felicidad.", fernandob
"El gobierno debe representar tales valores, así como sus funcionarios, miembros del partido oficial y simpatizantes. Es una propuesta de ética pública que aspira ser adoptada por la sociedad en todos los ámbitos, el cambio de mentalidad que, según presume el Presidente, se está llevando a cabo.", fernandob
"No deja de ser curioso que la austeridad en el sector público haya sido introducida por el neoliberalismo. Uno de los puntos nodales impulsados por Ronald Reagan y Margaret Thatcher en la década de los 80 fue reducir drásticamente el tamaño del Estado para cobrar menos impuestos.", fernandob
"En México se llevó a cabo dicho proceso recortando dependencias, despidiendo personal y privatizando empresas paraestatales. El personaje clave de esa historia es Carlos Salinas, primero como secretario de Programación y Presupuesto de Miguel de la Madrid y luego como presidente. Llama la atención que Andrés Manuel López Obrador lo rebase por la derecha.", fernandob
"Cabe aclarar que en realidad no hay tal ahorro, lo que sucede es una reorientación del gasto hacia las prioridades presidenciales, pero hay áreas gubernamentales atrofiadas por falta de recursos y no pocas instituciones, algunas autónomas, han tenido que hacer severos ajustes para subsistir a costa de reducir la calidad y el alcance del trabajo que realizan. Incluso muchas perdieron el dinero que tenían para financiar proyectos con la desaparición de fideicomisos.", fernandob
"El gobierno que se dice de izquierda no ha dejado de despedir trabajadores y ahora plantea que organismos descentralizados sean absorbidos por diversas secretarías del gabinete. No hay diagnóstico, no hay plan, no hay amortiguamiento de daños, se trata de dirigir más dinero a programas clientelares y obras insignia de la presente administración, sin visualizar las consecuencias por tomarlo de donde se pueda.", fernandob
"El mero voluntarismo es mal consejero, pues suele resultar peor el remedio que la enfermedad. Se pagó por un aeropuerto que no se concluyó y también para construir otro en peores condiciones. Sus costos siguen aumentando, lo mismo que el de la refinería de Dos Bocas y el Tren Maya, cuyo trazo acaba de cambiar para que lo puedan terminar antes de que acabe el sexenio sin importar todos los gastos ya realizados y la pérdida de 20 mil árboles para cumplir con el trayecto original.", fernandob
"Las austeras intenciones también llevaron a cambiar la forma de adquirir y distribuir medicinas, teniendo como resultado el mayor desabasto en lo que va del siglo y compras a precios más elevados. Bien se sabe que el infierno está empedrado de buenas intenciones, pero éstas no eximen de responsabilidad por todas las personas que vieron deteriorada su salud o perdieron la vida por falta de quimios u otros fármacos.", fernandob
"El discurso de austeridad no alcanza para tapar la ineptitud, el derroche y la corrupción que persisten; lo que sí ha hecho es deteriorar el servicio público a grados insospechados. Y llevado al plano doctrinario sólo ha servido para exhibir la doble moral e hipocresía del grupo en el poder.", fernandob
"Andrés Manuel López Obrador gusta de predicar contra el gusto por los bienes materiales, al grado de llamar a conformarse con tener un par de zapatos, y alega que ese desprendimiento sirve para -€œel bienestar del alma-€. Y no solo eso, reprocha el aspiracionismo de la clase media, a la que anatemiza por su -€œafición al dinero-€ y estudios universitarios. Pero sus sermones contra el lujo y la ostentación se desbarrancan con las dos docenas de casas de Manuel Bartlett y su pareja o las de Irma Eréndira Sandoval y John Ackerman.", fernandob
